Customer_ID,First name,Last name,date of birth,gender,agree_for_promo,autopay_card,email,MSISDN,Status,customer category,customer_since,region,language,termination_date
00052,Antonio,Costa,24.02.1991,male,No,,antonio.costa91@gmail.com
00053,Jose,Rodrigues,07.09.2004,male,No,,jose.rodrigues04@gmail.com
00054,Carlos,Pereira,27.02.1937,male,No,,carlos.pereira37@gmail.com
00055,Carlos,Sousa,08.09.1998,male,No,,carlos.sousa98@gmail.com
00056,Antonia,Martins,05.12.1964,female,No,,antonia.martins64@gmail.com
00057,Patricia,Sousa,24.07.1981,female,No,,patricia.sousa81@gmail.com
00058,Lucas,Ferreira,25.12.2000,male,Yes,,lucas.ferreira00@gmail.com
00059,Paulo,Sousa,13.02.1942,male,No,,paulo.sousa42@gmail.com
00060,Francisco,Ribeiro,29.09.1980,male,No,,francisco.ribeiro80@gmail.com
00061,Joao,Cardoso,02.09.1987,male,No,,joao.cardoso87@gmail.com
00062,Carlos,Ferreira,10.07.1988,male,No,,carlos.ferreira88@gmail.com
00063,Francisco,Pereira,12.05.1980,male,No,,francisco.pereira80@gmail.com
00064,Franciska,Barbosa,22.06.1999,female,Yes,,franciska.barbosa99@gmail.com
00065,Andriana,Alves,18.08.2002,female,No,,andriana.alves02@gmail.com
00066,Paulo,Oliveira,27.08.1971,male,No,,paulo.oliveira71@gmail.com
00067,Aline,Silva,15.07.1972,female,No,,aline.silva72@gmail.com
00068,Francisco,Ribeiro,02.06.1964,male,No,,francisco.ribeiro64@gmail.com
00069,Joao,Pereira,03.04.1971,male,No,,joao.pereira71@gmail.com
00070,Juliana,Gomes,21.06.1958,female,No,,juliana.gomes58@gmail.com
00071,Antonia,Martins,26.07.2002,female,Yes,,antonia.martins02@gmail.com
00072,Francisco,Martins,12.11.1988,male,Yes,,francisco.martins88@gmail.com
00073,Francisco,Ferreira,12.08.1950,male,No,,francisco.ferreira50@gmail.com
00074,Antonia,Lima,20.06.1974,female,No,,antonia.lima74@gmail.com
00075,Carlos,Sousa,16.12.1984,male,No,,carlos.sousa84@gmail.com
00076,Francisco,Sousa,08.10.1978,male,Yes,,francisco.sousa78@gmail.com
00077,Antonia,Cardoso,14.02.1984,female,No,,antonia.cardoso84@gmail.com
00078,Marcos,Rodrigues,10.04.1991,male,No,,marcos.rodrigues91@gmail.com
00079,Luiz,Santos,02.07.1980,male,No,,luiz.santos80@gmail.com
00080,Aline,Alves,21.07.1987,female,Yes,,aline.alves87@gmail.com
00081,Aline,Ferreira,07.01.1983,female,Yes,,aline.ferreira83@gmail.com
00082,Andriana,Barbosa,26.05.1978,female,No,,andriana.barbosa78@gmail.com
00083,Joao,Melo,09.10.1966,male,No,,joao.melo66@gmail.com
00084,Francisco,Santos,17.11.1978,male,Yes,,francisco.santos78@gmail.com
00085,Lucas,Melo,22.08.1989,male,No,,lucas.melo89@gmail.com
00086,Jose,Pereira,22.03.2004,male,Yes,,jose.pereira04@gmail.com
00087,Lucas,Oliveira,30.05.1956,male,No,,lucas.oliveira56@gmail.com
00088,Patricia,Oliveira,11.08.1991,female,No,,patricia.oliveira91@gmail.com
00089,Antonio,Martins,15.01.1978,male,No,,antonio.martins78@gmail.com
00090,Marcia,Pereira,04.01.2003,female,Yes,,marcia.pereira03@gmail.com
00091,Juliana,Ferreira,24.09.2002,female,Yes,,juliana.ferreira02@gmail.com
00092,Jose,Gomes,22.02.1994,male,Yes,,jose.gomes94@gmail.com
00093,Pedro,Sousa,27.07.1966,male,No,,pedro.sousa66@gmail.com
00094,Andriana,Oliveira,24.02.1977,female,No,,andriana.oliveira77@gmail.com
00095,Ana,Lima,15.09.1993,female,Yes,,ana.lima93@gmail.com
00096,Andriana,Pereira,15.06.1974,female,No,,andriana.pereira74@gmail.com
00097,Francisco,Ferreira,19.09.1996,male,No,,francisco.ferreira96@gmail.com
00098,Francisco,Santos,11.06.1974,male,No,,francisco.santos74@gmail.com
00099,Joao,Costa,28.07.1985,male,No,,joao.costa85@gmail.com
00100,Aline,Alves,11.04.1993,female,No,,aline.alves93@gmail.com
00101,Luiz,Alves,11.07.1988,male,No,,luiz.alves88@gmail.com
00102,Marcos,Santos,21.04.1993,male,Yes,,marcos.santos93@gmail.com
00103,Antonio,Araujo,21.02.2004,male,No,,antonio.araujo04@gmail.com
00104,Patricia,Pereira,23.08.1996,female,No,,patricia.pereira96@gmail.com
00105,Maria,Cardoso,31.10.1971,female,No,,maria.cardoso71@gmail.com
00106,Pedro,Santos,29.07.2003,male,Yes,,pedro.santos03@gmail.com
00107,Maria,Barbosa,29.05.1966,female,No,,maria.barbosa66@gmail.com
00108,Pedro,Barbosa,22.05.1969,male,No,,pedro.barbosa69@gmail.com
00109,Marcia,Lima,05.10.1979,female,No,,marcia.lima79@gmail.com
00110,Antonia,Cardoso,09.08.1986,female,No,,antonia.cardoso86@gmail.com
00111,Maria,Almeida,29.06.1972,female,No,,maria.almeida72@gmail.com
00112,Juliana,Ribeiro,26.01.1979,female,No,,juliana.ribeiro79@gmail.com
00113,Luiz,Araujo,13.03.1985,male,No,,luiz.araujo85@gmail.com
00114,Paulo,Sousa,24.10.1998,male,Yes,,paulo.sousa98@gmail.com
00115,Lucas,Oliveira,23.07.1994,male,Yes,,lucas.oliveira94@gmail.com
00116,Ana,Barbosa,26.04.1951,female,No,,ana.barbosa51@gmail.com
00117,Antonio,Lima,22.05.2002,male,Yes,,antonio.lima02@gmail.com
00118,Luiz,Almeida,23.07.1978,male,No,,luiz.almeida78@gmail.com
00119,Marcia,Costa,29.09.1961,female,No,,marcia.costa61@gmail.com
00120,Patricia,Oliveira,15.09.1991,female,No,,patricia.oliveira91@gmail.com
00121,Ana,Martins,29.08.1984,female,Yes,,ana.martins84@gmail.com
00122,Jose,Ferreira,09.02.1964,male,No,,jose.ferreira64@gmail.com
00123,Fernanda,Ribeiro,10.12.1980,female,No,,fernanda.ribeiro80@gmail.com
00124,Lucas,Cardoso,08.08.1979,male,No,,lucas.cardoso79@gmail.com
00125,Patricia,Cardoso,29.01.1979,female,No,,patricia.cardoso79@gmail.com
00126,Lucas,Melo,09.12.2001,male,Yes,,lucas.melo01@gmail.com
00127,Ana,Carvalho,07.08.1995,female,Yes,,ana.carvalho95@gmail.com
00128,Marcos,Martins,21.10.1969,male,No,,marcos.martins69@gmail.com
00129,Francisco,Silva,16.02.1982,male,No,,francisco.silva82@gmail.com
00130,Patricia,Almeida,11.02.1996,female,No,,patricia.almeida96@gmail.com
00131,Juliana,Pereira,07.03.1990,female,No,,juliana.pereira90@gmail.com
00132,Franciska,Carvalho,17.01.1948,female,No,,franciska.carvalho48@gmail.com
00133,Franciska,Pereira,05.10.1998,female,No,,franciska.pereira98@gmail.com
00134,Fernanda,Alves,25.03.1955,female,No,,fernanda.alves55@gmail.com
00135,Ana,Sousa,16.11.1986,female,No,,ana.sousa86@gmail.com
00136,Marcia,Araujo,24.03.1988,female,No,,marcia.araujo88@gmail.com
00137,Paulo,Sousa,01.03.1970,male,No,,paulo.sousa70@gmail.com
00138,Andriana,Alves,22.02.1970,female,No,,andriana.alves70@gmail.com
00139,Antonio,Ribeiro,22.06.2004,male,Yes,,antonio.ribeiro04@gmail.com
00140,Pedro,Melo,17.10.1995,male,Yes,,pedro.melo95@gmail.com
00141,Aline,Almeida,13.01.1999,female,Yes,,aline.almeida99@gmail.com
00142,Lucas,Martins,10.10.1946,male,No,,lucas.martins46@gmail.com
00143,Joao,Ribeiro,03.09.1973,male,No,,joao.ribeiro73@gmail.com
00144,Antonio,Oliveira,27.08.1999,male,No,,antonio.oliveira99@gmail.com
00145,Andriana,Martins,18.03.2001,female,No,,andriana.martins01@gmail.com
00146,Marcos,Gomes,14.03.1992,male,No,,marcos.gomes92@gmail.com
00147,Marcos,Silva,19.04.1965,male,No,,marcos.silva65@gmail.com
00148,Marcos,Sousa,05.01.1966,male,No,,marcos.sousa66@gmail.com
00149,Marcia,Barbosa,03.12.1984,female,No,,marcia.barbosa84@gmail.com
00150,Lucas,Melo,21.09.1973,male,No,,lucas.melo73@gmail.com
00151,Antonia,Alves,19.02.1973,female,No,,antonia.alves73@gmail.com
00152,Juliana,Barbosa,22.09.1951,female,No,,juliana.barbosa51@gmail.com
00153,Juliana,Gomes,02.03.1995,female,Yes,,juliana.gomes95@gmail.com
00154,Carlos,Gomes,24.04.1996,male,Yes,,carlos.gomes96@gmail.com
00155,Lucas,Costa,18.09.1970,male,No,,lucas.costa70@gmail.com
00156,Joao,Silva,26.03.1988,male,No,,joao.silva88@gmail.com
00157,Antonio,Ferreira,02.12.1978,male,No,,antonio.ferreira78@gmail.com
00158,Andriana,Araujo,26.03.2001,female,No,,andriana.araujo01@gmail.com
00159,Jose,Ferreira,07.05.1976,male,No,,jose.ferreira76@gmail.com
00160,Andriana,Araujo,27.06.1965,female,No,,andriana.araujo65@gmail.com
00161,Antonia,Barbosa,14.04.2004,female,No,,antonia.barbosa04@gmail.com
00162,Joao,Araujo,12.01.1963,male,No,,joao.araujo63@gmail.com
00163,Carlos,Costa,04.02.1982,male,No,,carlos.costa82@gmail.com
00164,Maria,Silva,12.01.1969,female,No,,maria.silva69@gmail.com
00165,Marcos,Martins,18.03.1956,male,No,,marcos.martins56@gmail.com
00166,Andriana,Gomes,20.05.1970,female,No,,andriana.gomes70@gmail.com
00167,Andriana,Ribeiro,16.05.2000,female,Yes,,andriana.ribeiro00@gmail.com
00168,Aline,Cardoso,19.07.1958,female,No,,aline.cardoso58@gmail.com
00169,Carlos,Santos,07.11.1995,male,Yes,,carlos.santos95@gmail.com
00170,Patricia,Cardoso,10.10.1977,female,No,,patricia.cardoso77@gmail.com
00171,Pedro,Lima,06.06.1948,male,No,,pedro.lima48@gmail.com
00172,Paulo,Melo,12.01.1976,male,No,,paulo.melo76@gmail.com
00173,Franciska,Pereira,16.04.1950,female,No,,franciska.pereira50@gmail.com
00174,Andriana,Alves,12.11.1967,female,No,,andriana.alves67@gmail.com
00175,Maria,Ferreira,28.05.1978,female,No,,maria.ferreira78@gmail.com
00176,Franciska,Cardoso,24.11.1978,female,No,,franciska.cardoso78@gmail.com
00177,Paulo,Cardoso,22.12.1974,male,No,,paulo.cardoso74@gmail.com
00178,Ana,Gomes,02.08.2003,female,No,,ana.gomes03@gmail.com
00179,Jose,Martins,18.10.1963,male,No,,jose.martins63@gmail.com
00180,Antonio,Sousa,05.12.1988,male,No,,antonio.sousa88@gmail.com
00181,Antonia,Cardoso,21.10.1996,female,Yes,,antonia.cardoso96@gmail.com
00182,Aline,Sousa,19.05.1956,female,No,,aline.sousa56@gmail.com
00183,Antonio,Melo,01.02.1998,male,No,,antonio.melo98@gmail.com
00184,Joao,Oliveira,04.02.1970,male,No,,joao.oliveira70@gmail.com
00185,Aline,Silva,19.09.1988,female,No,,aline.silva88@gmail.com
00186,Franciska,Ferreira,22.01.1990,female,No,,franciska.ferreira90@gmail.com
00187,Joao,Pereira,31.12.1969,male,No,,joao.pereira69@gmail.com
00188,Luiz,Carvalho,29.06.1969,male,No,,luiz.carvalho69@gmail.com
00189,Luiz,Sousa,29.04.1967,male,No,,luiz.sousa67@gmail.com
00190,Antonia,Melo,08.12.1945,female,No,,antonia.melo45@gmail.com
00191,Antonio,Araujo,03.12.1964,male,No,,antonio.araujo64@gmail.com
00192,Ana,Araujo,05.07.1991,female,No,,ana.araujo91@gmail.com
00193,Maria,Martins,14.09.1941,female,No,,maria.martins41@gmail.com
00194,Marcos,Carvalho,07.10.1975,male,No,,marcos.carvalho75@gmail.com
00195,Marcia,Alves,27.02.1936,female,No,,marcia.alves36@gmail.com
00196,Andriana,Cardoso,24.03.1987,female,No,,andriana.cardoso87@gmail.com
00197,Francisco,Melo,18.06.1974,male,No,,francisco.melo74@gmail.com
00198,Maria,Carvalho,21.08.1991,female,No,,maria.carvalho91@gmail.com
00199,Franciska,Martins,14.03.1966,female,No,,franciska.martins66@gmail.com
00200,Pedro,Alves,24.11.1976,male,No,,pedro.alves76@gmail.com
00201,Pedro,Costa,31.01.1941,male,No,,pedro.costa41@gmail.com
00202,Ana,Martins,16.09.1987,female,No,,ana.martins87@gmail.com
00203,Lucas,Gomes,17.06.1984,male,Yes,,lucas.gomes84@gmail.com
00204,Luiz,Melo,22.09.1953,male,No,,luiz.melo53@gmail.com
00205,Maria,Lima,09.02.2003,female,No,,maria.lima03@gmail.com
00206,Luiz,Oliveira,20.02.1991,male,No,,luiz.oliveira91@gmail.com
00207,Ana,Ferreira,10.05.1959,female,No,,ana.ferreira59@gmail.com
00208,Fernanda,Santos,02.03.1999,female,Yes,,fernanda.santos99@gmail.com
00209,Marcos,Melo,01.08.2001,male,Yes,,marcos.melo01@gmail.com
00210,Fernanda,Melo,17.09.1998,female,Yes,,fernanda.melo98@gmail.com
00211,Patricia,Rodrigues,25.01.1989,female,No,,patricia.rodrigues89@gmail.com
00212,Francisco,Ferreira,23.11.1984,male,No,,francisco.ferreira84@gmail.com
00213,Aline,Oliveira,07.03.2004,female,Yes,,aline.oliveira04@gmail.com
00214,Aline,Gomes,16.08.1987,female,No,,aline.gomes87@gmail.com
00215,Patricia,Santos,27.03.1999,female,No,,patricia.santos99@gmail.com
00216,Antonia,Rodrigues,08.09.1979,female,No,,antonia.rodrigues79@gmail.com
00217,Andriana,Gomes,07.07.1972,female,No,,andriana.gomes72@gmail.com
00218,Aline,Alves,20.09.1998,female,No,,aline.alves98@gmail.com
00219,Maria,Lima,29.11.1992,female,No,,maria.lima92@gmail.com
00220,Franciska,Rodrigues,09.12.1989,female,No,,franciska.rodrigues89@gmail.com
00221,Jose,Barbosa,09.02.1964,male,No,,jose.barbosa64@gmail.com
00222,Joao,Santos,13.05.1934,male,No,,joao.santos34@gmail.com
00223,Juliana,Lima,03.11.1957,female,No,,juliana.lima57@gmail.com
00224,Patricia,Alves,16.09.1990,female,No,,patricia.alves90@gmail.com
00225,Patricia,Lima,15.09.1951,female,No,,patricia.lima51@gmail.com
00226,Ana,Carvalho,24.05.1967,female,No,,ana.carvalho67@gmail.com
00227,Patricia,Santos,16.08.1964,female,No,,patricia.santos64@gmail.com
00228,Carlos,Santos,03.08.1980,male,No,,carlos.santos80@gmail.com
00229,Marcos,Costa,17.09.1987,male,Yes,,marcos.costa87@gmail.com
00230,Luiz,Melo,24.06.2001,male,No,,luiz.melo01@gmail.com
00231,Pedro,Araujo,07.03.1977,male,No,,pedro.araujo77@gmail.com
00232,Aline,Rodrigues,16.10.1992,female,No,,aline.rodrigues92@gmail.com
00233,Marcia,Ribeiro,18.06.1974,female,No,,marcia.ribeiro74@gmail.com
00234,Jose,Rodrigues,06.12.1984,male,No,,jose.rodrigues84@gmail.com
00235,Aline,Rodrigues,27.10.1949,female,No,,aline.rodrigues49@gmail.com
00236,Luiz,Carvalho,28.08.1990,male,Yes,,luiz.carvalho90@gmail.com
00237,Fernanda,Lima,01.08.1960,female,No,,fernanda.lima60@gmail.com
00238,Paulo,Oliveira,03.09.1963,male,No,,paulo.oliveira63@gmail.com
00239,Juliana,Almeida,25.06.1989,female,No,,juliana.almeida89@gmail.com
00240,Marcos,Barbosa,09.06.2004,male,Yes,,marcos.barbosa04@gmail.com
00241,Paulo,Sousa,10.03.1992,male,No,,paulo.sousa92@gmail.com
00242,Maria,Araujo,20.01.1982,female,No,,maria.araujo82@gmail.com
00243,Paulo,Lima,24.11.1999,male,Yes,,paulo.lima99@gmail.com
00244,Fernanda,Rodrigues,18.03.1993,female,No,,fernanda.rodrigues93@gmail.com
00245,Francisco,Melo,28.12.1961,male,No,,francisco.melo61@gmail.com
00246,Pedro,Barbosa,20.09.2002,male,No,,pedro.barbosa02@gmail.com
00247,Ana,Melo,14.07.1978,female,No,,ana.melo78@gmail.com
00248,Antonia,Oliveira,25.10.1979,female,No,,antonia.oliveira79@gmail.com
00249,Franciska,Ferreira,16.01.1980,female,No,,franciska.ferreira80@gmail.com
00250,Patricia,Rodrigues,01.06.1994,female,Yes,,patricia.rodrigues94@gmail.com
00251,Carlos,Barbosa,23.08.2000,male,Yes,,carlos.barbosa00@gmail.com
00252,Antonia,Ferreira,13.04.1999,female,Yes,,antonia.ferreira99@gmail.com
00253,Pedro,Oliveira,14.04.1956,male,No,,pedro.oliveira56@gmail.com
00254,Marcia,Costa,06.02.1971,female,No,,marcia.costa71@gmail.com
00255,Maria,Pereira,05.05.1979,female,No,,maria.pereira79@gmail.com
00256,Pedro,Araujo,25.10.1973,male,No,,pedro.araujo73@gmail.com
00257,Aline,Sousa,08.09.1999,female,Yes,,aline.sousa99@gmail.com
00258,Fernanda,Barbosa,21.05.1961,female,No,,fernanda.barbosa61@gmail.com
00259,Franciska,Carvalho,22.10.1974,female,No,,franciska.carvalho74@gmail.com
00260,Andriana,Barbosa,12.03.1995,female,Yes,,andriana.barbosa95@gmail.com
00261,Lucas,Lima,15.07.1987,male,No,,lucas.lima87@gmail.com
00262,Aline,Oliveira,24.06.1975,female,No,,aline.oliveira75@gmail.com
00263,Lucas,Almeida,14.08.1966,male,No,,lucas.almeida66@gmail.com
00264,Antonia,Alves,30.09.1966,female,No,,antonia.alves66@gmail.com
00265,Lucas,Lima,22.06.1982,male,No,,lucas.lima82@gmail.com
00266,Juliana,Cardoso,09.04.1997,female,Yes,,juliana.cardoso97@gmail.com
00267,Fernanda,Araujo,28.04.2002,female,Yes,,fernanda.araujo02@gmail.com
00268,Franciska,Sousa,21.11.2004,female,No,,franciska.sousa04@gmail.com
00269,Carlos,Ferreira,02.04.1995,male,No,,carlos.ferreira95@gmail.com
00270,Andriana,Cardoso,20.09.1969,female,No,,andriana.cardoso69@gmail.com
00271,Aline,Silva,09.11.1956,female,No,,aline.silva56@gmail.com
00272,Patricia,Barbosa,29.12.2004,female,Yes,,patricia.barbosa04@gmail.com
00273,Francisco,Ribeiro,18.06.1970,male,No,,francisco.ribeiro70@gmail.com
00274,Juliana,Martins,02.01.1949,female,No,,juliana.martins49@gmail.com
00275,Franciska,Melo,02.05.1961,female,No,,franciska.melo61@gmail.com
00276,Maria,Sousa,17.04.1985,female,Yes,,maria.sousa85@gmail.com
00277,Lucas,Costa,19.09.2003,male,No,,lucas.costa03@gmail.com
00278,Lucas,Barbosa,05.11.1999,male,Yes,,lucas.barbosa99@gmail.com
00279,Maria,Martins,08.11.1965,female,No,,maria.martins65@gmail.com
00280,Aline,Pereira,07.04.2001,female,Yes,,aline.pereira01@gmail.com
00281,Marcos,Barbosa,08.06.1929,male,No,,marcos.barbosa29@gmail.com
00282,Lucas,Costa,10.04.1986,male,No,,lucas.costa86@gmail.com
00283,Jose,Ferreira,13.09.1977,male,No,,jose.ferreira77@gmail.com
00284,Franciska,Oliveira,23.03.1968,female,No,,franciska.oliveira68@gmail.com
00285,Ana,Rodrigues,15.11.1967,female,No,,ana.rodrigues67@gmail.com
00286,Antonio,Santos,22.11.1994,male,Yes,,antonio.santos94@gmail.com
00287,Marcos,Rodrigues,20.12.1953,male,No,,marcos.rodrigues53@gmail.com
00288,Jose,Santos,19.01.1999,male,No,,jose.santos99@gmail.com
00289,Francisco,Cardoso,06.09.1986,male,No,,francisco.cardoso86@gmail.com
00290,Ana,Oliveira,18.01.1981,female,No,,ana.oliveira81@gmail.com
00291,Joao,Alves,11.09.1973,male,No,,joao.alves73@gmail.com
00292,Carlos,Ribeiro,07.03.1973,male,No,,carlos.ribeiro73@gmail.com
00293,Aline,Santos,02.06.1955,female,No,,aline.santos55@gmail.com
00294,Joao,Alves,12.07.1997,male,No,,joao.alves97@gmail.com
00295,Marcia,Oliveira,30.09.1970,female,No,,marcia.oliveira70@gmail.com
00296,Franciska,Costa,16.03.2004,female,Yes,,franciska.costa04@gmail.com
00297,Franciska,Barbosa,01.03.1978,female,No,,franciska.barbosa78@gmail.com
00298,Antonia,Alves,20.11.1977,female,No,,antonia.alves77@gmail.com
00299,Patricia,Almeida,21.04.1985,female,No,,patricia.almeida85@gmail.com
00300,Patricia,Melo,20.06.1988,female,Yes,,patricia.melo88@gmail.com
00301,Jose,Ribeiro,03.11.1965,male,No,,jose.ribeiro65@gmail.com
00302,Aline,Santos,09.02.1965,female,No,,aline.santos65@gmail.com
00303,Carlos,Santos,17.06.1978,male,No,,carlos.santos78@gmail.com
00304,Antonio,Cardoso,12.09.1975,male,No,,antonio.cardoso75@gmail.com
00305,Joao,Santos,29.03.1965,male,No,,joao.santos65@gmail.com
00306,Marcia,Oliveira,26.12.1998,female,Yes,,marcia.oliveira98@gmail.com
00307,Franciska,Sousa,01.12.1972,female,No,,franciska.sousa72@gmail.com
00308,Lucas,Sousa,29.01.1974,male,No,,lucas.sousa74@gmail.com
00309,Maria,Oliveira,03.03.1999,female,Yes,,maria.oliveira99@gmail.com
00310,Franciska,Rodrigues,06.07.1991,female,No,,franciska.rodrigues91@gmail.com
00311,Juliana,Sousa,14.05.2002,female,No,,juliana.sousa02@gmail.com
00312,Lucas,Alves,12.04.1977,male,No,,lucas.alves77@gmail.com
00313,Antonia,Barbosa,29.12.1985,female,Yes,,antonia.barbosa85@gmail.com
00314,Pedro,Costa,04.07.1985,male,Yes,,pedro.costa85@gmail.com
00315,Pedro,Ferreira,02.08.1946,male,No,,pedro.ferreira46@gmail.com
00316,Fernanda,Ribeiro,17.07.1995,female,No,,fernanda.ribeiro95@gmail.com
00317,Antonio,Barbosa,06.08.1975,male,No,,antonio.barbosa75@gmail.com
00318,Luiz,Lima,13.03.1943,male,No,,luiz.lima43@gmail.com
00319,Luiz,Ribeiro,11.05.1989,male,Yes,,luiz.ribeiro89@gmail.com
00320,Lucas,Oliveira,01.04.1986,male,Yes,,lucas.oliveira86@gmail.com
00321,Franciska,Carvalho,11.08.1989,female,Yes,,franciska.carvalho89@gmail.com
00322,Franciska,Gomes,11.08.1946,female,No,,franciska.gomes46@gmail.com
00323,Marcos,Alves,13.06.1948,male,No,,marcos.alves48@gmail.com
00324,Aline,Gomes,25.01.1947,female,No,,aline.gomes47@gmail.com
00325,Marcia,Sousa,20.12.1979,female,No,,marcia.sousa79@gmail.com
00326,Francisco,Lima,11.05.1964,male,No,,francisco.lima64@gmail.com
00327,Juliana,Sousa,24.03.1949,female,No,,juliana.sousa49@gmail.com
00328,Marcia,Lima,04.06.1994,female,No,,marcia.lima94@gmail.com
00329,Carlos,Sousa,12.12.1997,male,No,,carlos.sousa97@gmail.com
00330,Marcia,Ribeiro,14.12.2004,female,No,,marcia.ribeiro04@gmail.com
00331,Jose,Gomes,15.08.1976,male,No,,jose.gomes76@gmail.com
00332,Luiz,Almeida,19.07.1994,male,No,,luiz.almeida94@gmail.com
00333,Luiz,Ferreira,06.09.1997,male,Yes,,luiz.ferreira97@gmail.com
00334,Aline,Pereira,08.10.1971,female,No,,aline.pereira71@gmail.com
00335,Antonio,Oliveira,09.05.1961,male,No,,antonio.oliveira61@gmail.com
00336,Lucas,Carvalho,12.10.1983,male,No,,lucas.carvalho83@gmail.com
00337,Pedro,Martins,23.11.1983,male,Yes,,pedro.martins83@gmail.com
00338,Marcos,Pereira,04.01.1981,male,No,,marcos.pereira81@gmail.com
00339,Carlos,Rodrigues,23.05.1961,male,No,,carlos.rodrigues61@gmail.com
00340,Juliana,Almeida,30.08.1976,female,No,,juliana.almeida76@gmail.com
00341,Carlos,Almeida,11.12.1987,male,No,,carlos.almeida87@gmail.com
00342,Jose,Lima,03.03.1992,male,No,,jose.lima92@gmail.com
00343,Fernanda,Carvalho,17.01.1981,female,No,,fernanda.carvalho81@gmail.com
00344,Joao,Pereira,28.03.1994,male,Yes,,joao.pereira94@gmail.com
00345,Marcia,Barbosa,04.12.1976,female,No,,marcia.barbosa76@gmail.com
